pattern_id,code,pattern,length,density,frequency,found_in
P1275,MOPP,X - X X | - - - - | X X X X | X X X X,16,11,1,แขกโอด สามชั้น
P1276,MPJP,X - X X | X X X X | - - X X | X X X X,16,13,1,ราตรีประดับดาว เถา
P1277,NBBI,- X X X | - X - - | - X - - | - X - X,16,7,1,แขกอาหวัง สองชั้น
P1278,NBBP,- X X X | - X - - | - X - - | X X X X,16,9,1,ระบำชุมนุมเผ่าไทย
P1279,NBID,- X X X | - X - - | - X - X | - - - X,16,7,1,ระบำศรีชัยสิงห์
P1280,NBIL,- X X X | - X - - | - X - X | X X - X,16,9,1,ระบำไกรลาศสำเริง
P1281,NBNB,- X X X | - X - - | - X X X | - X - -,16,8,1,กราวใน
P1282,NBPL,- X X X | - X - - | X X X X | X X - X,16,11,1,ระบำนพรัตน์
P1283,NELO,- X X X | X X - - | X X - X | - - - -,16,8,1,อาเฮีย เถา
P1284,NENI,- X X X | X X - - | - X X X | - X - X,16,10,1,ระบำนพรัตน์
P1285,NIIM,- X X X | - X - X | - X - X | X - X X,16,10,1,พระรามเดินดง
P1286,NIJP,- X X X | - X - X | - - X X | X X X X,16,11,1,พันธุ์ฝรั่ง เถา
P1287,NILP,- X X X | - X - X | X X - X | X X X X,16,12,1,ตระปลายพระลักษมณ์
P1288,NININI,- X X X | - X - X | - X X X | - X - X | - X X X | - X - X,24,15,1,ช้าเรื่องตะนาว (พระนคร)
P1289,NINJ,- X X X | - X - X | - X X X | - - X X,16,10,1,อาเฮีย เถา
P1290,NIOD,- X X X | - X - X | - - - - | - - - X,16,6,1,ฉิ่งเรื่องพระฉันเช้า (ยิกิน)
P1291,NIOO,- X X X | - X - X | - - - - | - - - -,16,5,1,เขมรลออองค์ เถา
P1292,NIPO,- X X X | - X - X | X X X X | - - - -,16,9,1,ระบำชุมนุมเผ่าไทย
P1293,NJNO,- X X X | - - X X | - X X X | - - - -,16,8,1,แขกกุลิต เถา
P1294,NLIB,- X X X | X X - X | - X - X | - X - -,16,9,1,อะแซหวุ่นกี้ เถา
P1295,NLIN,- X X X | X X - X | - X - X | - X X X,16,11,1,ระบำชุมนุมเผ่าไทย
P1296,NLJO,- X X X | X X - X | - - X X | - - - -,16,8,1,ระบำม่านมุ้ยเชียงตา
P1297,NLNI,- X X X | X X - X | - X X X | - X - X,16,11,1,ระบำชุมนุมเผ่าไทย
P1298,NLPN,- X X X | X X - X | X X X X | - X X X,16,13,1,ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง)
P1299,NNNE,- X X X | - X X X | - X X X | X X - -,16,11,1,อาหนู เถา
P1300,NNNJ,- X X X | - X X X | - X X X | - - X X,16,11,1,แขกโอด สามชั้น
P1301,NNPN,- X X X | - X X X | X X X X | - X X X,16,13,1,ระบำกรับ
P1302,NOLD,- X X X | - - - - | X X - X | - - - X,16,7,1,แขกไทร สามชั้น
P1303,NONI,- X X X | - - - - | - X X X | - X - X,16,8,1,ฉิ่งเรื่องพระฉันเช้า (ยิกิน)
P1304,NONL,- X X X | - - - - | - X X X | X X - X,16,9,1,อะแซหวุ่นกี้ เถา
P1305,NONO,- X X X | - - - - | - X X X | - - - -,16,6,1,ช้าเรื่องตะนาว (พระนคร)
P1306,NOPO,- X X X | - - - - | X X X X | - - - -,16,7,1,แขกไทร สามชั้น
P1307,NPJO,- X X X | X X X X | - - X X | - - - -,16,9,1,ระบำทวารวดี
P1308,NPLI,- X X X | X X X X | X X - X | - X - X,16,12,1,อาเฮีย เถา
P1309,NPNE,- X X X | X X X X | - X X X | X X - -,16,12,1,ลาวดำเนินทราย สองชั้น
P1310,NPOJ,- X X X | X X X X | - - - - | - - X X,16,9,1,เขมรไทรโยค
P1311,NPPK,- X X X | X X X X | X X X X | X X X -,16,14,1,ทยอยใน เถา
P1312,OBEL,- - - - | - X - - | X X - - | X X - X,16,6,1,แขกมอญบางขุนพรหม เถา
P1313,OBJN,- - - - | - X - - | - - X X | - X X X,16,6,1,อาเฮีย เถา
P1314,OBJP,- - - - | - X - - | - - X X | X X X X,16,7,1,อาเฮีย เถา
P1315,OBKO,- - - - | - X - - | X X X - | - - - -,16,4,1,อาเฮีย เถา
P1316,OBMO,- - - - | - X - - | X - X X | - - - -,16,4,1,ราตรีประดับดาว เถา
P1317,OBMP,- - - - | - X - - | X - X X | X X X X,16,8,1,ราตรีประดับดาว เถา
P1318,OBPJ,- - - - | - X - - | X X X X | - - X X,16,7,1,อาเฮีย เถา
P1319,OBPO,- - - - | - X - - | X X X X | - - - -,16,5,1,แขกโอด สามชั้น
P1320,OCAJ,- - - - | - - X - | X - - - | - - X X,16,4,1,ราตรีประดับดาว เถา
P1321,OCIO,- - - - | - - X - | - X - X | - - - -,16,3,1,เขมรลออองค์ เถา
P1322,OCLJ,- - - - | - - X - | X X - X | - - X X,16,6,1,เขมรลออองค์ เถา
P1323,ODIJ,- - - - | - - - X | - X - X | - - X X,16,5,1,รำวงมาตรฐาน
P1324,ODIL,- - - - | - - - X | - X - X | X X - X,16,6,1,จีนเก็บบุปผา
P1325,ODIP,- - - - | - - - X | - X - X | X X X X,16,7,1,ระบำลพบุรี
P1326,ODNB,- - - - | - - - X | - X X X | - X - -,16,5,1,ระบำชาวนา
P1327,ODP,- - - - | - - - X | X X X X,12,5,1,โลมพม่า
P1328,ODPB,- - - - | - - - X | X X X X | - X - -,16,6,1,มอญรำดาบ เถา
P1329,ODPP,- - - - | - - - X | X X X X | X X X X,16,9,1,เงี้ยวรำลึก เถา
P1330,OECI,- - - - | X X - - | - - X - | - X - X,16,5,1,แขกขาว เถา
P1331,OEEC,- - - - | X X - - | X X - - | - - X -,16,5,1,แขกลพบุรี สามชั้น
P1332,OEEO,- - - - | X X - - | X X - - | - - - -,16,4,1,แขกลพบุรี สามชั้น
P1333,OEEP,- - - - | X X - - | X X - - | X X X X,16,8,1,แขกลพบุรี สามชั้น
P1334,OI,- - - - | - X - X,8,2,1,เชิดจีน
P1335,OIDJ,- - - - | - X - X | - - - X | - - X X,16,5,1,รำวงมาตรฐาน
P1336,OIHL,- - - - | - X - X | - X X - | X X - X,16,7,1,ระบำนกเขามะราปี
P1337,OIIB,- - - - | - X - X | - X - X | - X - -,16,5,1,ระบำศรีวิชัย
P1338,OIJE,- - - - | - X - X | - - X X | X X - -,16,6,1,หนีเสือ
P1339,OIJJ,- - - - | - X - X | - - X X | - - X X,16,6,1,เขมรพวง เถา
P1340,OIOB,- - - - | - X - X | - - - - | - X - -,16,3,1,แขกไทร สามชั้น
P1341,OION,- - - - | - X - X | - - - - | - X X X,16,5,1,เขมรไทรโยค
P1342,OIOO,- - - - | - X - X | - - - - | - - - -,16,2,1,ราตรีประดับดาว เถา
P1343,OIOP,- - - - | - X - X | - - - - | X X X X,16,6,1,รำวงมาตรฐาน
P1344,OJBO,- - - - | - - X X | - X - - | - - - -,16,3,1,เขมรโพธิสัตว์ เถา
P1345,OJDD,- - - - | - - X X | - - - X | - - - X,16,4,1,ตระจอมศรี
P1346,OJDO,- - - - | - - X X | - - - X | - - - -,16,3,1,อาเฮีย เถา
P1347,OJDP,- - - - | - - X X | - - - X | X X X X,16,7,1,ราตรีประดับดาว เถา
P1348,OJIJ,- - - - | - - X X | - X - X | - - X X,16,6,1,อาเฮีย เถา
P1349,OJIO,- - - - | - - X X | - X - X | - - - -,16,4,1,ระบำอู่ทอง
P1350,OJJD,- - - - | - - X X | - - X X | - - - X,16,5,1,เชิดจีน
P1351,OJJE,- - - - | - - X X | - - X X | X X - -,16,6,1,ราตรีประดับดาว เถา
P1352,OJJI,- - - - | - - X X | - - X X | - X - X,16,6,1,ราตรีประดับดาว เถา
P1353,OJJO,- - - - | - - X X | - - X X | - - - -,16,4,1,อาเฮีย เถา
P1354,OJJP,- - - - | - - X X | - - X X | X X X X,16,8,1,อาเฮีย เถา
P1355,OJLI,- - - - | - - X X | X X - X | - X - X,16,7,1,แขกขาว เถา
P1356,OLJL,- - - - | X X - X | - - X X | X X - X,16,8,1,เขมรไทรโยค
P1357,OLO,- - - - | X X - X | - - - -,12,3,1,ระบำเริงอรุณ
P1358,OMJO,- - - - | X - X X | - - X X | - - - -,16,5,1,อาเฮีย เถา
P1359,OMJP,- - - - | X - X X | - - X X | X X X X,16,9,1,อาเฮีย เถา
P1360,OMMN,- - - - | X - X X | X - X X | - X X X,16,9,1,ฟ้อนม่านมงคลใหม่
P1361,OMOO,- - - - | X - X X | - - - - | - - - -,16,3,1,แขกโอด สามชั้น
P1362,ONDD,- - - - | - X X X | - - - X | - - - X,16,5,1,ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง)
P1363,ONDI,- - - - | - X X X | - - - X | - X - X,16,6,1,ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง)
P1364,ONIO,- - - - | - X X X | - X - X | - - - -,16,5,1,ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง)
P1365,ONNL,- - - - | - X X X | - X X X | X X - X,16,9,1,ทยอยใน เถา
P1366,ONPN,- - - - | - X X X | X X X X | - X X X,16,10,1,ระบำเทพบันเทิง
P1367,ONPO,- - - - | - X X X | X X X X | - - - -,16,7,1,ระบำทวารวดี
P1368,OOBE,- - - - | - - - - | - X - - | X X - -,16,3,1,แสนสุดสวาท สามชั้น
P1369,OOBF,- - - - | - - - - | - X - - | X - X -,16,3,1,ช้างประสานงา เถา
P1370,OOBO,- - - - | - - - - | - X - - | - - - -,16,1,1,เขมรลออองค์ เถา
P1371,OOEA,- - - - | - - - - | X X - - | X - - -,16,3,1,ลาวดำเนินทราย สองชั้น
P1372,OOEF,- - - - | - - - - | X X - - | X - X -,16,4,1,ช้างประสานงา เถา
P1373,OOEL,- - - - | - - - - | X X - - | X X - X,16,5,1,กล่อมนารี เถา
P1374,OOIO,- - - - | - - - - | - X - X | - - - -,16,2,1,ราตรีประดับดาว เถา
P1375,OOJC,- - - - | - - - - | - - X X | - - X -,16,3,1,โสมส่องแสง เถา
P1376,OOJH,- - - - | - - - - | - - X X | - X X -,16,4,1,ลาวดำเนินทราย สองชั้น
P1377,OOJM,- - - - | - - - - | - - X X | X - X X,16,5,1,ระบำเริงอรุณ
P1378,OOOG,- - - - | - - - - | - - - - | X - - X,16,2,1,เขมรไทรโยค
P1379,OOOJ,- - - - | - - - - | - - - - | - - X X,16,2,1,โสมส่องแสง เถา
P1380,OOOL,- - - - | - - - - | - - - - | X X - X,16,3,1,ระบำเริงอรุณ
P1381,OPHL,- - - - | X X X X | - X X - | X X - X,16,9,1,ระบำนกเขามะราปี
P1382,OPHP,- - - - | X X X X | - X X - | X X X X,16,10,1,แขกต่อยหม้อ เถา
P1383,OPJI,- - - - | X X X X | - - X X | - X - X,16,8,1,ระบำเชียงแสน
P1384,OPPB,- - - - | X X X X | X X X X | - X - -,16,9,1,ระบำกรับ
P1385,PBEO,X X X X | - X - - | X X - - | - - - -,16,7,1,อาเฮีย เถา
P1386,PBEP,X X X X | - X - - | X X - - | X X X X,16,11,1,อาเฮีย เถา
P1387,PBLJ,X X X X | - X - - | X X - X | - - X X,16,10,1,เขมรโพธิสัตว์ เถา
P1388,PBPN,X X X X | - X - - | X X X X | - X X X,16,12,1,แขกโอด สามชั้น
P1389,PEEJ,X X X X | X X - - | X X - - | - - X X,16,10,1,ราตรีประดับดาว เถา
P1390,PEEP,X X X X | X X - - | X X - - | X X X X,16,12,1,อาเฮีย เถา
P1391,PEII,X X X X | X X - - | - X - X | - X - X,16,10,1,อาหนู เถา
P1392,PEIL,X X X X | X X - - | - X - X | X X - X,16,11,1,ระบำนพรัตน์
P1393,PEIP,X X X X | X X - - | - X - X | X X X X,16,12,1,เงี้ยวรำลึก เถา
P1394,PEJP,X X X X | X X - - | - - X X | X X X X,16,12,1,ทยอยใน เถา
P1395,PEMP,X X X X | X X - - | X - X X | X X X X,16,13,1,เขมรโพธิสัตว์ เถา
P1396,PEPL,X X X X | X X - - | X X X X | X X - X,16,13,1,เสมอลาว
P1397,PFOI,X X X X | X - X - | - - - - | - X - X,16,8,1,เขมรพวง เถา
P1398,PIDB,X X X X | - X - X | - - - X | - X - -,16,8,1,ฟ้อนม่านมงคล
P1399,PIDI,X X X X | - X - X | - - - X | - X - X,16,9,1,แขกต่อยหม้อ สองชั้น
P1400,PIDL,X X X X | - X - X | - - - X | X X - X,16,10,1,ระบำกรับ
P1401,PIDN,X X X X | - X - X | - - - X | - X X X,16,10,1,ช้าเรื่องจีนแส (พระนคร)
P1402,PII,X X X X | - X - X | - X - X,12,8,1,โลมสิงโต
P1403,PIIN,X X X X | - X - X | - X - X | - X X X,16,11,1,นางครวญ เถา
P1404,PIIP,X X X X | - X - X | - X - X | X X X X,16,12,1,แขกยิงนก ชั้นเดียว
P1405,PIJL,X X X X | - X - X | - - X X | X X - X,16,11,1,ทยอยนอก สามชั้น
P1406,PIJP,X X X X | - X - X | - - X X | X X X X,16,12,1,แขกยิงนก ชั้นเดียว
P1407,PILI,X X X X | - X - X | X X - X | - X - X,16,11,1,เขมรปี่แก้ว สามชั้น
P1408,PINL,X X X X | - X - X | - X X X | X X - X,16,12,1,แขกมอญบางขุนพรหม เถา
P1409,PINN,X X X X | - X - X | - X X X | - X X X,16,12,1,ระบำกรับ
P1410,PINO,X X X X | - X - X | - X X X | - - - -,16,9,1,พันธุ์ฝรั่ง เถา
P1411,PIOD,X X X X | - X - X | - - - - | - - - X,16,7,1,เขมรลออองค์ เถา
P1412,PJBO,X X X X | - - X X | - X - - | - - - -,16,7,1,แขกกุลิต เถา
P1413,PJIP,X X X X | - - X X | - X - X | X X X X,16,12,1,แขกลพบุรี สามชั้น
P1414,PJJD,X X X X | - - X X | - - X X | - - - X,16,9,1,แขกลพบุรี สามชั้น
P1415,PJJO,X X X X | - - X X | - - X X | - - - -,16,8,1,แขกลพบุรี สามชั้น
P1416,PJJP,X X X X | - - X X | - - X X | X X X X,16,12,1,แขกลพบุรี สามชั้น
P1417,PJPL,X X X X | - - X X | X X X X | X X - X,16,13,1,โสมส่องแสง เถา
P1418,PJPP,X X X X | - - X X | X X X X | X X X X,16,14,1,แขกโอด สามชั้น
P1419,PLCO,X X X X | X X - X | - - X - | - - - -,16,8,1,เขมรลออองค์ เถา
P1420,PLFP,X X X X | X X - X | X - X - | X X X X,16,13,1,เขมรลออองค์ เถา
P1421,PLIL,X X X X | X X - X | - X - X | X X - X,16,12,1,เขมรลออองค์ เถา
P1422,PLJJ,X X X X | X X - X | - - X X | - - X X,16,11,1,แขกลพบุรี สามชั้น
P1423,PLLB,X X X X | X X - X | X X - X | - X - -,16,11,1,ช้างประสานงา เถา
P1424,PLOD,X X X X | X X - X | - - - - | - - - X,16,8,1,เขมรพวง เถา
P1425,PMBO,X X X X | X - X X | - X - - | - - - -,16,8,1,ราตรีประดับดาว เถา
P1426,PMBP,X X X X | X - X X | - X - - | X X X X,16,12,1,ราตรีประดับดาว เถา
P1427,PMDP,X X X X | X - X X | - - - X | X X X X,16,12,1,อาเฮีย เถา
P1428,PMOO,X X X X | X - X X | - - - - | - - - -,16,7,1,แขกโอด สามชั้น
P1429,PMOP,X X X X | X - X X | - - - - | X X X X,16,11,1,แขกโอด สามชั้น
P1430,PNJE,X X X X | - X X X | - - X X | X X - -,16,11,1,หนีเสือ
P1431,PNKB,X X X X | - X X X | X X X - | - X - -,16,11,1,เขมรปี่แก้ว สามชั้น
P1432,PNNJ,X X X X | - X X X | - X X X | - - X X,16,12,1,แขกโอด สามชั้น
P1433,PNNO,X X X X | - X X X | - X X X | - - - -,16,10,1,พันธุ์ฝรั่ง เถา
P1434,PNOO,X X X X | - X X X | - - - - | - - - -,16,7,1,โหมโรงสามม้า
P1435,PNPL,X X X X | - X X X | X X X X | X X - X,16,14,1,แขกโอด สามชั้น
P1436,POOB,X X X X | - - - - | - - - - | - X - -,16,5,1,แขกโอด สามชั้น
P1437,POPN,X X X X | - - - - | X X X X | - X X X,16,11,1,แขกไทร สามชั้น
P1438,PPBE,X X X X | X X X X | - X - - | X X - -,16,11,1,โสมส่องแสง เถา
P1439,PPBP,X X X X | X X X X | - X - - | X X X X,16,13,1,โหมโรงจอมสุรางค์
P1440,PPDJ,X X X X | X X X X | - - - X | - - X X,16,11,1,เชิดจีน
P1441,PPFE,X X X X | X X X X | X - X - | X X - -,16,12,1,แสนสุดสวาท สามชั้น
P1442,PPIM,X X X X | X X X X | - X - X | X - X X,16,13,1,เขมรลออองค์ เถา
P1443,PPJC,X X X X | X X X X | - - X X | - - X -,16,11,1,กล่อมนารี เถา
P1444,PPJI,X X X X | X X X X | - - X X | - X - X,16,12,1,ช้างประสานงา เถา
