pattern_id,code,pattern,length,density,frequency,found_in
P345,JMJM,- - X X | X - X X | - - X X | X - X X,16,10,7,"แขกโอด สามชั้น, แป๊ะ สามชั้น, แสนสุดสวาท สามชั้น, ระบำเริงอรุณ"
P346,JPDD,- - X X | X X X X | - - - X | - - - X,16,8,7,"ชมแสงจันทร์ เถา, โหมโรงสามม้า, ระบำชุมนุมเผ่าไทย, เงี้ยวรำลึก เถา"
P347,MJJJ,X - X X | - - X X | - - X X | - - X X,16,9,7,"แขกโอด สามชั้น, อาหนู เถา, แขกลพบุรี สามชั้น"
P348,MPPP,X - X X | X X X X | X X X X | X X X X,16,15,7,"ระบำอู่ทอง, ระบำลพบุรี, แขกโอด สามชั้น"
P349,N,- X X X,4,3,7,เชิด ชั้นเดียว
P350,NL,- X X X | X X - X,8,6,7,"เชิดจีน, เจดีย์เจ็ดยอด, ฉิ่งเรื่องพระฉันเช้า (ยิกิน), โอ้ชาตรี"
P351,NLII,- X X X | X X - X | - X - X | - X - X,16,10,7,"กราวใน, ฉิ่งเรื่องพระฉันเช้า (ยิกิน), เชิดจีน"
P352,NNPI,- X X X | - X X X | X X X X | - X - X,16,12,7,"ช้าเรื่องขอมดำดิน, ระบำกฤดาภินิหาร, แขกมอญ เถา, ระบำดอกบัว, โอ้ลาว เถา"
P353,NPNN,- X X X | X X X X | - X X X | - X X X,16,13,7,"ช้าเรื่องจีนแส (พระนคร), กลม, ฟ้อนพวงมาลัย, สี่บท เถา"
P354,ONNN,- - - - | - X X X | - X X X | - X X X,16,9,7,"แขกขาว เถา, ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง), ฟ้อนม่านมงคล, รำวงมาตรฐาน, ฟ้อนพวงมาลัย"
P355,ONNP,- - - - | - X X X | - X X X | X X X X,16,10,7,"จีนขิมเล็ก เถา, เขมรโพธิสัตว์ เถา, เขมรโพธิสัตว์ สามชั้น, เขมรราชบุรี สามชั้น"
P356,OODJ,- - - - | - - - - | - - - X | - - X X,16,3,7,"ระบำเริงอรุณ, แขกขาว เถา, ระบำนกเขามะราปี, รำวงมาตรฐาน, ฟ้อนพวงมาลัย, เงี้ยวรำลึก เถา"
P357,OOJB,- - - - | - - - - | - - X X | - X - -,16,3,7,"โสมส่องแสง เถา, เขมรโพธิสัตว์ สามชั้น, เขมรลออองค์ เถา, เขมรโพธิสัตว์ เถา"
P358,OOPL,- - - - | - - - - | X X X X | X X - X,16,7,7,"ลาวดวงเดือน สองชั้น, แขกกุลิต เถา, โสมส่องแสง เถา, ลาวดำเนินทราย สองชั้น, ระบำมยุราภิรมย์, ฟ้อนลาวคำหอม (เสียง มซซซ)"
P359,OPIP,- - - - | X X X X | - X - X | X X X X,16,10,7,"ระบำศรีชัยสิงห์, โสมส่องแสง เถา, ลาวดวงเดือน สองชั้น, จระเข้หางยาว เถา (ทางเสภา)"
P360,PNPP,X X X X | - X X X | X X X X | X X X X,16,15,7,"อาเฮีย เถา, ราตรีประดับดาว เถา, เขมรปี่แก้ว สามชั้น"
P361,PPMP,X X X X | X X X X | X - X X | X X X X,16,15,7,"แขกโอด สามชั้น, แขกลพบุรี สามชั้น, จระเข้หางยาว เถา (ทางเสภา)"
P362,BEEB,- X - - | X X - - | X X - - | - X - -,16,6,6,"แขกโอด สามชั้น, อาหนู เถา"
P363,BEEL,- X - - | X X - - | X X - - | X X - X,16,8,6,"โสมส่องแสง เถา, แขกโอด สามชั้น"
P364,BIID,- X - - | - X - X | - X - X | - - - X,16,6,6,"พระรามเดินดง, นาคเกี้ยว, โสมส่องแสง เถา, กบเต้น สองชั้น"
P365,BLBL,- X - - | X X - X | - X - - | X X - X,16,8,6,"เขมรราชบุรี สามชั้น, ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง), โอดแขก, พม่าเห่ เถา, ระบำกฤดาภินิหาร"
P366,DBID,- - - X | - X - - | - X - X | - - - X,16,5,6,"ฉิ่งเรื่องพระฉันเช้า (ยิกิน), จีนล่องหน่าย, เขมรปี่แก้ว สามชั้น, ระบำกฤดาภินิหาร"
P367,DDIP,- - - X | - - - X | - X - X | X X X X,16,8,6,"ระบำม่านมุ้ยเชียงตา, ชมแสงจันทร์ เถา, ระบำเทพบันเทิง, อะแซหวุ่นกี้ เถา"
P368,DIBP,- - - X | - X - X | - X - - | X X X X,16,8,6,"ช้าเรื่องสร้อยสน (พระนคร), ทะแยกลองโยน, รำวงมาตรฐาน"
P369,DIJP,- - - X | - X - X | - - X X | X X X X,16,9,6,"ทยอยนอก สามชั้น, พม่าห้าท่อน สามชั้น, จระเข้หางยาว เถา (ทางเสภา)"
P370,DJBL,- - - X | - - X X | - X - - | X X - X,16,7,6,"จีนลั่นถัน เถา, รำวงมาตรฐาน, ภิรมย์สุรางค์ เถา"
P371,DJDD,- - - X | - - X X | - - - X | - - - X,16,5,6,"ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง), บาทสกุณี (เสมอตีนนก), เชิดฉาน, พม่าห้าท่อน หกชั้น"
P372,DJJI,- - - X | - - X X | - - X X | - X - X,16,7,6,"รำวงมาตรฐาน, ทยอยนอก สามชั้น, ทยอยใน เถา"
P373,DJOO,- - - X | - - X X | - - - - | - - - -,16,3,6,"พม่าห้าท่อน หกชั้น, ระบำฉิ่ง"
P374,DNJP,- - - X | - X X X | - - X X | X X X X,16,10,6,"โหมโรงเยี่ยมวิมาน, โหมโรงมหาฤกษ์, พม่าห้าท่อน หกชั้น"
P375,EEEE,X X - - | X X - - | X X - - | X X - -,16,8,6,"แขกลพบุรี สามชั้น, แขกโอด สามชั้น, อาเฮีย เถา, ทยอยนอก สามชั้น"
P376,FFFF,X - X - | X - X - | X - X - | X - X -,16,8,6,"แขกลพบุรี สามชั้น, ช้างประสานงา เถา"
P377,FFMI,X - X - | X - X - | X - X X | - X - X,16,9,6,แขกโอด สามชั้น
P378,IBII,- X - X | - X - - | - X - X | - X - X,16,7,6,"ช้าเรื่องจีนแส (พระนคร), พญาเดิน, ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง), ระบำชุมนุมเผ่าไทย"
P379,IIJL,- X - X | - X - X | - - X X | X X - X,16,9,6,"โอ้ลาว เถา, เขมรลออองค์ เถา, อาถรรพ์ เถา"
P380,IIOO,- X - X | - X - X | - - - - | - - - -,16,4,6,"แสนสุดสวาท สามชั้น, แขกกุลิต เถา, แขกลพบุรี สามชั้น, ระบำม่านมุ้ยเชียงตา, ลาวเล็กตัดสร้อย สองชั้น"
P381,IMIM,- X - X | X - X X | - X - X | X - X X,16,10,6,"ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง), พระรามเดินดง, ระบำสี่บท"
P382,INJE,- X - X | - X X X | - - X X | X X - -,16,9,6,"พม่าเขว ชั้นเดียว, ช้าเรื่องจีนแส (พระนคร)"
P383,IPPI,- X - X | X X X X | X X X X | - X - X,16,12,6,"ใบ้คลั่ง เถา, สุดสงวน เถา, ระบำทวารวดี"
P384,JDJL,- - X X | - - - X | - - X X | X X - X,16,8,6,"โอ้ลาว เถา, เขมรไทรโยค"
P385,JINI,- - X X | - X - X | - X X X | - X - X,16,9,6,"จีนลั่นถัน เถา, มอญรำดาบ เถา, ลาวเสี่ยงเทียน เถา, รำวงมาตรฐาน, เชิดจีน"
P386,JJPD,- - X X | - - X X | X X X X | - - - X,16,9,6,อกทะเล เถา
P387,JJPP,- - X X | - - X X | X X X X | X X X X,16,12,6,"สร้อยลำปาง เถา, โสมส่องแสง เถา, แขกลพบุรี สามชั้น, แขกโอด สามชั้น, ระบำชาวนา"
P388,JPDN,- - X X | X X X X | - - - X | - X X X,16,10,6,"เขมรโพธิสัตว์ เถา, เขมรโพธิสัตว์ สองชั้น, แสนสุดสวาท สามชั้น"
P389,JPIN,- - X X | X X X X | - X - X | - X X X,16,11,6,"ฟ้อนม่านมงคลใหม่, ฟ้อนม่านมงคล, เขมรไทรโยค, พันธุ์ฝรั่ง เถา"
P390,MBMB,X - X X | - X - - | X - X X | - X - -,16,8,6,"ระบำม้า (เพลงม้าโขยก), พันธุ์ฝรั่ง เถา"
P391,NIBN,- X X X | - X - X | - X - - | - X X X,16,9,6,"ตับมโหรีนางนาค, ชำนาญ, ตับวิวาห์พระสมุทร"
P392,NNIP,- X X X | - X X X | - X - X | X X X X,16,12,6,"สุรินทราหู เถา, ระบำนพรัตน์, ระบำหน้าช้าง"
P393,OBOJ,- - - - | - X - - | - - - - | - - X X,16,3,6,"แขกโอด สามชั้น, อกทะเล สามชั้น"
P394,ODDL,- - - - | - - - X | - - - X | X X - X,16,5,6,"ฟ้อนลาวคำหอม (เสียง ลา), ยานี, โอ้ปี่นอก, ช้าปี่นอก, โลมมอญ"
P395,ODDP,- - - - | - - - X | - - - X | X X X X,16,6,6,"โสมส่องแสง เถา, ลาวดำเนินทราย สองชั้น, โอ้ลาวครวญ, ระบำสุโขทัย, เชื้อ, ลาวเล็กตัดสร้อย สองชั้น"
P396,OIJN,- - - - | - X - X | - - X X | - X X X,16,7,6,"ระบำสวัสดิรักษา, แขกยิงนก ชั้นเดียว, กล่อมนารี เถา, ต้นตะนาว สองชั้น"
P397,OJOM,- - - - | - - X X | - - - - | X - X X,16,5,6,"แขกโอด สามชั้น, แขกลพบุรี สามชั้น"
P398,ONPI,- - - - | - X X X | X X X X | - X - X,16,9,6,"ทยอยญวน เถา, จีนรำพัด สองชั้น, โหมโรงมหาฤกษ์"
P399,OPIO,- - - - | X X X X | - X - X | - - - -,16,6,6,"สีนวล ออกต้นวรเชษฐ์, จีนล่องหน่าย, จีนรำพัด สองชั้น"
P400,PEPB,X X X X | X X - - | X X X X | - X - -,16,11,6,"แขกโอด สามชั้น, แขกลพบุรี สามชั้น"
P401,PIDD,X X X X | - X - X | - - - X | - - - X,16,8,6,"พม่าห้าท่อน สามชั้น, โหมโรงมหาฤกษ์, แขกกุลิต เถา"
P402,PL,X X X X | X X - X,8,7,6,"ช้าเรื่องจีนแส (พระนคร), ฉิ่งเรื่องพระฉันเช้า (ยิกิน), แขกกุลิต เถา"
P403,PLEL,X X X X | X X - X | X X - - | X X - X,16,12,6,แขกโอด สามชั้น
P404,PNIN,X X X X | - X X X | - X - X | - X X X,16,12,6,"นางครวญ เถา, ใบ้คลั่ง เถา, ช้าเรื่องขอมดำดิน, ระบำชุมนุมเผ่าไทย"
P405,PNPI,X X X X | - X X X | X X X X | - X - X,16,13,6,"บังใบ เถา, เขมรปี่แก้ว สามชั้น, แขกลพบุรี สามชั้น"
P406,PPHP,X X X X | X X X X | - X X - | X X X X,16,14,6,"ฉิ่งเรื่องพระฉันเช้า (ยิกิน), ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง)"
P407,PPJO,X X X X | X X X X | - - X X | - - - -,16,10,6,โหมโรงกราวนอก
P408,BIPI,- X - - | - X - X | X X X X | - X - X,16,9,5,ระบำเชียงแสน
P409,BLJI,- X - - | X X - X | - - X X | - X - X,16,8,5,"กราวนอก, พม่าห้าท่อน สามชั้น"
P410,BLNL,- X - - | X X - X | - X X X | X X - X,16,10,5,"กราวนอก, พม่าเห่ เถา"
P411,CIBM,- - X - | - X - X | - X - - | X - X X,16,7,5,"ตระท้าวน้อย, ตระเชิงเทียน, ตระจอมศรี"
P412,DBBP,- - - X | - X - - | - X - - | X X X X,16,7,5,"ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง), ระบำนกเขามะราปี"
P413,DDDN,- - - X | - - - X | - - - X | - X X X,16,6,5,"คุกพาทย์, ทะแยกลองโยน, แขกมอญ เถา"
P414,DDDP,- - - X | - - - X | - - - X | X X X X,16,7,5,"ระบำอยุธยา, ระบำชาวนา, ระบำฉิ่ง"
P415,DDJN,- - - X | - - - X | - - X X | - X X X,16,7,5,"กราวใน, ระบำอัศวลีลา"
P416,DDPO,- - - X | - - - X | X X X X | - - - -,16,6,5,"ระบำชุมนุมเผ่าไทย, ระบำทวารวดี, จีนเก็บบุปผา, จีนรำพัด สองชั้น, พม่าเห่ เถา"
P417,DJIL,- - - X | - - X X | - X - X | X X - X,16,8,5,"ระบำนกเขามะราปี, ระบำนพรัตน์, ทยอยใน เถา, ระบำชาวนา"
P418,DJLO,- - - X | - - X X | X X - X | - - - -,16,6,5,"โหมโรงกราวนอก, เขมรโพธิสัตว์ เถา"
P419,DJNN,- - - X | - - X X | - X X X | - X X X,16,9,5,"ระบำดาวดึงส์, ระบำเชียงแสน, รำวงมาตรฐาน"
P420,DJPN,- - - X | - - X X | X X X X | - X X X,16,10,5,ระบำเชียงแสน
P421,DJPO,- - - X | - - X X | X X X X | - - - -,16,7,5,"ระบำสวัสดิรักษา, ระบำม้า (เพลงม้าโขยก), จีนเก็บบุปผา"
P422,DLPL,- - - X | X X - X | X X X X | X X - X,16,11,5,โหมโรงขวัญเมือง
P423,DOIN,- - - X | - - - - | - X - X | - X X X,16,6,5,"ฉิ่งเรื่องพระฉันเช้า (ยิกิน), อะแซหวุ่นกี้ เถา"
P424,ICII,- X - X | - - X - | - X - X | - X - X,16,7,5,"ตระจอมศรี, ตระมารละม่อม"
P425,IINO,- X - X | - X - X | - X X X | - - - -,16,7,5,"ระบำอยุธยา, พันธุ์ฝรั่ง เถา"
P426,IIPB,- X - X | - X - X | X X X X | - X - -,16,9,5,"ตะนาวมอญ สองชั้น, อะแซหวุ่นกี้ เถา, ช้าเรื่องขอมดำดิน"
P427,ILLI,- X - X | X X - X | X X - X | - X - X,16,10,5,"อาหนู เถา, แขกลพบุรี สามชั้น, เขมรปี่แก้ว สามชั้น"
P428,INIJ,- X - X | - X X X | - X - X | - - X X,16,9,5,"แขกโอด สามชั้น, พม่าห้าท่อน สามชั้น"
P429,IPBL,- X - X | X X X X | - X - - | X X - X,16,10,5,"โสมส่องแสง เถา, ลาวดวงเดือน สองชั้น, ระบำมยุราภิรมย์"
P430,IPII,- X - X | X X X X | - X - X | - X - X,16,10,5,"เรื่องสีนวล (หลวงบำรุงจิตรเจริญ), ช้าเรื่องขอมดำดิน, ระบำมยุราภิรมย์"
P431,IPJP,- X - X | X X X X | - - X X | X X X X,16,12,5,"โสมส่องแสง เถา, ทยอยใน เถา"
P432,JBNI,- - X X | - X - - | - X X X | - X - X,16,8,5,แปดบท เถา
P433,JE,- - X X | X X - -,8,4,5,"เจดีย์เจ็ดยอด, เชิด ชั้นเดียว, ระบำกฤดาภินิหาร"
P434,JENI,- - X X | X X - - | - X X X | - X - X,16,9,5,"เขมรโพธิสัตว์ สามชั้น, เขมรโพธิสัตว์ เถา, ระบำไกรลาศสำเริง, เสมอพม่า"
P435,JIDD,- - X X | - X - X | - - - X | - - - X,16,6,5,"คุกพาทย์, ตระจอมศรี, วิลันดาโอด สองชั้น, พม่าห้าท่อน สามชั้น, สี่บท เถา"
P436,JIDI,- - X X | - X - X | - - - X | - X - X,16,7,5,"ระบำม่านมุ้ยเชียงตา, พระรามเดินดง, เซ่นเหล้า, จีนล่องหน่าย"
P437,JINN,- - X X | - X - X | - X X X | - X X X,16,10,5,พม่าแทงกบ สองชั้น
P438,JJJI,- - X X | - - X X | - - X X | - X - X,16,8,5,"แขกลพบุรี สามชั้น, อาเฮีย เถา, รำวงมาตรฐาน, พม่าห้าท่อน สามชั้น"
P439,JJJO,- - X X | - - X X | - - X X | - - - -,16,6,5,"พม่าเห่ เถา, อาเฮีย เถา, แขกโอด สามชั้น, ระบำฉิ่ง"
P440,JJNL,- - X X | - - X X | - X X X | X X - X,16,10,5,"ระบำดาวดึงส์, ระบำเริงอรุณ, โหมโรงมหาฤกษ์"
P441,JJPI,- - X X | - - X X | X X X X | - X - X,16,10,5,"เขมรลออองค์ เถา, โหมโรงจอมสุรางค์, ใบ้คลั่ง เถา, พม่าห้าท่อน สามชั้น"
P442,JLNI,- - X X | X X - X | - X X X | - X - X,16,10,5,จีนล่องหน่าย
P443,JLPI,- - X X | X X - X | X X X X | - X - X,16,11,5,"ระบำสุโขทัย, ทองย่อน สองชั้น, ระบำพัทธวิสัย, ระบำสวัสดิรักษา"
P444,JLPN,- - X X | X X - X | X X X X | - X X X,16,12,5,จีนล่องหน่าย
P445,NIDB,- X X X | - X - X | - - - X | - X - -,16,7,5,"มอญรำดาบ เถา, เขมรโพธิสัตว์ เถา, เขมรโพธิสัตว์ สามชั้น, เขมรโพธิสัตว์ สองชั้น, มอญท่าอิฐ สองชั้น"
P446,NII,- X X X | - X - X | - X - X,12,7,5,"โลมสิงโต, โอ้ชาตรีนอก, โอ้ปี่นอก, โลมเพลงฉิ่ง, โลมมอญ"
P447,NIIJ,- X X X | - X - X | - X - X | - - X X,16,9,5,"สาธุการ, ช้าเรื่องตะนาว (พระนคร)"
P448,NLIP,- X X X | X X - X | - X - X | X X X X,16,12,5,"เรื่องสีนวล (หลวงบำรุงจิตรเจริญ), ระบำอยุธยา, ช้าเรื่องตะนาว (พระนคร)"
P449,NPJL,- X X X | X X X X | - - X X | X X - X,16,12,5,"ช้าเรื่องจีนแส (พระนคร), ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง), เบ้าหลุด ชั้นเดียว, ฟ้อนลาวคำหอม (เสียง มซซซ), แปดบท เถา"
P450,NPMP,- X X X | X X X X | X - X X | X X X X,16,14,5,"แขกโอด สามชั้น, แขกลพบุรี สามชั้น"
P451,NPPB,- X X X | X X X X | X X X X | - X - -,16,12,5,"ช้าเรื่องจีนแส (พระนคร), ตะนาวมอญ สองชั้น"
P452,NPPJ,- X X X | X X X X | X X X X | - - X X,16,13,5,"พม่าห้าท่อน หกชั้น, ระบำกฤดาภินิหาร"
P453,ODBI,- - - - | - - - X | - X - - | - X - X,16,4,5,พม่าห้าท่อน หกชั้น
P454,ODDJ,- - - - | - - - X | - - - X | - - X X,16,4,5,"ระบำเชียงแสน, ระบำสุโขทัย"
P455,ODOP,- - - - | - - - X | - - - - | X X X X,16,5,5,"เขมรไทรโยค, แขกกุลิต เถา, แขกขาว เถา, ช้างประสานงา เถา"
P456,OINN,- - - - | - X - X | - X X X | - X X X,16,8,5,"นางครวญ เถา, ระบำดาวดึงส์, ระบำกรับ"
P457,OJJN,- - - - | - - X X | - - X X | - X X X,16,7,5,"ระบำอัศวลีลา, เขมรลออองค์ เถา, เขมรโพธิสัตว์ เถา, พม่าห้าท่อน สามชั้น"
P458,ONOP,- - - - | - X X X | - - - - | X X X X,16,7,5,เขมรไทรโยค
P459,OPBI,- - - - | X X X X | - X - - | - X - X,16,7,5,"จีนล่องหน่าย, ช้าเรื่องจีนแส (พระนคร), ระบำนพรัตน์, รำวงมาตรฐาน"
P460,PEPI,X X X X | X X - - | X X X X | - X - X,16,12,5,"เขมรโพธิสัตว์ เถา, เขมรโพธิสัตว์ สองชั้น, ช้าเรื่องจีนแส (พระนคร)"
P461,PIIB,X X X X | - X - X | - X - X | - X - -,16,9,5,"ช้าเรื่องขอมดำดิน, พันธุ์ฝรั่ง เถา"
P462,PIMI,X X X X | - X - X | X - X X | - X - X,16,11,5,"เขมรลออองค์ เถา, แขกโอด สามชั้น, เขมรโพธิสัตว์ เถา"
P463,PIPN,X X X X | - X - X | X X X X | - X X X,16,13,5,"มอญรำดาบ เถา, โสมส่องแสง เถา, ลาวดวงเดือน สองชั้น, ระบำกรับ"
P464,PPBL,X X X X | X X X X | - X - - | X X - X,16,12,5,"เขมรโพธิสัตว์ สามชั้น, โสมส่องแสง เถา, สารถี สองชั้น, โหมโรงจีนโล้"
P465,PPDD,X X X X | X X X X | - - - X | - - - X,16,10,5,"ทยอยญวน เถา, แขกต่อยหม้อ เถา"
P466,PPNI,X X X X | X X X X | - X X X | - X - X,16,13,5,"ใบ้คลั่ง เถา, ต่อยรูป เถา, ทะเลบ้า เถา, ทยอยญวน เถา"
P467,PPOO,X X X X | X X X X | - - - - | - - - -,16,8,5,"โหมโรงสามม้า, เขมรพวง เถา"
P468,BBEB,- X - - | - X - - | X X - - | - X - -,16,5,4,"แป๊ะ สามชั้น, แสนสุดสวาท สามชั้น"
P469,BJJP,- X - - | - - X X | - - X X | X X X X,16,9,4,อาเฮีย เถา
P470,BL,- X - - | X X - X,8,4,4,"ทยอยญวน เถา, จีนล่องหน่าย, โอ้ชาตรี"
P471,BLDB,- X - - | X X - X | - - - X | - X - -,16,6,4,โหมโรงกราวนอก
P472,BLOO,- X - - | X X - X | - - - - | - - - -,16,4,4,ทยอยญวน เถา
P473,BLPB,- X - - | X X - X | X X X X | - X - -,16,9,4,"ฟ้อนม่านมงคลใหม่, ฟ้อนม่านมงคล"
P474,BPDI,- X - - | X X X X | - - - X | - X - X,16,8,4,ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง)
P475,BPIL,- X - - | X X X X | - X - X | X X - X,16,10,4,"ระบำดาวดึงส์, ช้าเรื่องขอมดำดิน, โสมส่องแสง เถา"
P476,CIBF,- - X - | - X - X | - X - - | X - X -,16,6,4,"ตระปลายพระลักษมณ์, ตระเชิงเทียน"
P477,DDIB,- - - X | - - - X | - X - X | - X - -,16,5,4,"ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง), แขกอาหวัง สองชั้น"
P478,DI,- - - X | - X - X,8,3,4,เจดีย์เจ็ดยอด
P479,DIBL,- - - X | - X - X | - X - - | X X - X,16,7,4,"อกทะเล เถา, จีนขิมเล็ก เถา, แป๊ะ สามชั้น"
P480,DIMP,- - - X | - X - X | X - X X | X X X X,16,10,4,ระบำพม่านิมิตร
P481,DIPP,- - - X | - X - X | X X X X | X X X X,16,11,4,"ช้าเรื่องขอมดำดิน, โหมโรงจอมสุรางค์, ระบำมยุราภิรมย์, เทพบรรทม เถา"
P482,DJDB,- - - X | - - X X | - - - X | - X - -,16,5,4,"ระบำไกรลาศสำเริง, รำวงมาตรฐาน"
P483,DJIP,- - - X | - - X X | - X - X | X X X X,16,9,4,"รำวงมาตรฐาน, ระบำเชียงแสน, เสมอพม่า"
P484,DJJO,- - - X | - - X X | - - X X | - - - -,16,5,4,ระบำม่านมุ้ยเชียงตา
P485,DJNI,- - - X | - - X X | - X X X | - X - X,16,8,4,รำวงมาตรฐาน
P486,DNNI,- - - X | - X X X | - X X X | - X - X,16,9,4,"ฉิ่งเรื่องพระฉันเช้า (ยิกิน), ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง), อกทะเล เถา"
P487,DPIN,- - - X | X X X X | - X - X | - X X X,16,10,4,เงี้ยวรำลึก เถา
P488,DPNP,- - - X | X X X X | - X X X | X X X X,16,12,4,"ระบำเชียงแสน, สี่บท เถา"
P489,EFEB,X X - - | X - X - | X X - - | - X - -,16,7,4,อาเฮีย เถา
P490,EJJJ,X X - - | - - X X | - - X X | - - X X,16,8,4,"แขกโอด สามชั้น, อกทะเล สามชั้น"
P491,IBPI,- X - X | - X - - | X X X X | - X - X,16,9,4,"โอ้ลาว เถา, เสมอพม่า, อะแซหวุ่นกี้ เถา"
P492,IBPN,- X - X | - X - - | X X X X | - X X X,16,10,4,"ตระนอน, เสมอพม่า"
P493,ID,- X - X | - - - X,8,3,4,"เจดีย์เจ็ดยอด, จีนล่องหน่าย, โสมส่องแสง เถา"
P494,IDID,- X - X | - - - X | - X - X | - - - X,16,6,4,เขมรปี่แก้ว สามชั้น
P495,IIJN,- X - X | - X - X | - - X X | - X X X,16,9,4,ทยอยใน เถา
P496,IIPE,- X - X | - X - X | X X X X | X X - -,16,10,4,"ระบำอยุธยา, ช้าเรื่องจีนแส (พระนคร)"
P497,ILIJ,- X - X | X X - X | - X - X | - - X X,16,9,4,ระบำม่านมุ้ยเชียงตา
P498,ILJI,- X - X | X X - X | - - X X | - X - X,16,9,4,"ตับสมิงทอง, ระบำหน้าช้าง"
P499,ILJN,- X - X | X X - X | - - X X | - X X X,16,10,4,โอ้ลาว เถา
P500,ILLJ,- X - X | X X - X | X X - X | - - X X,16,10,4,"เขมรปี่แก้ว สามชั้น, ช้างประสานงา เถา, อาเฮีย เถา"
P501,ILPI,- X - X | X X - X | X X X X | - X - X,16,11,4,"ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง), ระบำหน้าช้าง"
P502,ILPP,- X - X | X X - X | X X X X | X X X X,16,13,4,"เชิดจีน, โหมโรงพม่าวัด, เทพนิมิต เถา"
P503,INDI,- X - X | - X X X | - - - X | - X - X,16,8,4,ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง)
P504,INNL,- X - X | - X X X | - X X X | X X - X,16,11,4,"กราวใน, ระบำสี่บท"
P505,INPI,- X - X | - X X X | X X X X | - X - X,16,11,4,"ช้าเรื่องจีนแส (พระนคร), แขกกุลิต เถา, แขกต่อยหม้อ เถา, ระบำกฤดาภินิหาร"
P506,INPN,- X - X | - X X X | X X X X | - X X X,16,12,4,"ทยอยนอก สามชั้น, อาหนู เถา, แขกลพบุรี สามชั้น"
P507,IOLO,- X - X | - - - - | X X - X | - - - -,16,5,4,"แขกไทร สามชั้น, ราตรีประดับดาว เถา"
P508,IOPI,- X - X | - - - - | X X X X | - X - X,16,8,4,จีนลั่นถัน เถา
P509,IOPL,- X - X | - - - - | X X X X | X X - X,16,9,4,จีนลั่นถัน เถา
P510,IP,- X - X | X X X X,8,6,4,"เจดีย์เจ็ดยอด, ฉิ่งเรื่องพระฉันเช้า (ยิกิน)"
P511,IPNP,- X - X | X X X X | - X X X | X X X X,16,13,4,"โหมโรงไอยเรศ สามชั้น, ตับต้นเพลงฉิ่ง, ฟ้อนม่านมงคลใหม่, ฟ้อนม่านมงคล"
P512,JBEO,- - X X | - X - - | X X - - | - - - -,16,5,4,อาเฮีย เถา
P513,JBIN,- - X X | - X - - | - X - X | - X X X,16,8,4,"สาลิกาแก้ว สองชั้น, เทพรัญจวน เถา"
P514,JEEE,- - X X | X X - - | X X - - | X X - -,16,8,4,"แขกโอด สามชั้น, อกทะเล สามชั้น"
P515,JEII,- - X X | X X - - | - X - X | - X - X,16,8,4,"ระบำชุมนุมเผ่าไทย, ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง), ระบำนกเขามะราปี"
P516,JIJJ,- - X X | - X - X | - - X X | - - X X,16,8,4,อาเฮีย เถา
P517,JIJP,- - X X | - X - X | - - X X | X X X X,16,10,4,ทยอยเขมร สามชั้น
P518,JIPP,- - X X | - X - X | X X X X | X X X X,16,12,4,"ระบำม่านมุ้ยเชียงตา, ทยอยนอก สามชั้น"
P519,JJBL,- - X X | - - X X | - X - - | X X - X,16,8,4,ระบำมยุราภิรมย์
P520,JJJC,- - X X | - - X X | - - X X | - - X -,16,7,4,โสมส่องแสง เถา
P521,JLJN,- - X X | X X - X | - - X X | - X X X,16,10,4,เข้าม่าน
P522,JNIN,- - X X | - X X X | - X - X | - X X X,16,10,4,"โหมโรงขวัญเมือง, กล่อมพญา สองชั้น"
P523,JNNP,- - X X | - X X X | - X X X | X X X X,16,12,4,"ฟ้อนม่านมงคลใหม่, ฟ้อนม่านมงคล"
P524,JOPL,- - X X | - - - - | X X X X | X X - X,16,9,4,"แขกกุลิต เถา, โสมส่องแสง เถา, ลาวดวงเดือน สองชั้น"
P525,KKPI,X X X - | X X X - | X X X X | - X - X,16,12,4,ระบำม่านมุ้ยเชียงตา
P526,MIPE,X - X X | - X - X | X X X X | X X - -,16,11,4,ระบำมฤคระเริง
P527,NEIL,- X X X | X X - - | - X - X | X X - X,16,10,4,ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง)
P528,NIBI,- X X X | - X - X | - X - - | - X - X,16,8,4,"ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง), จีนล่องหน่าย"
P529,NIOP,- X X X | - X - X | - - - - | X X X X,16,9,4,เรื่องสีนวล (หลวงบำรุงจิตรเจริญ)
P530,NIPD,- X X X | - X - X | X X X X | - - - X,16,10,4,ระบำม่านมุ้ยเชียงตา
